facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_star_rating,mort_measures_better,mort_measures_same,mort_measures_worse,safety_measures_better,safety_measures_same,safety_measures_worse,readm_measures_better,readm_measures_same,readm_measures_worse,pt_exp_measures_count,timely_care_measures_count,transformed_at,measurement_year,rating_category,performance_tier,region,rank_by_rating
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,Acute Care Hospitals,Physician,Yes,,2,0,5,0,0,5,0,0,6,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,1991
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,(602) 923-5609,Acute Care Hospitals,Proprietary,Yes,,2,0,5,0,1,4,0,1,3,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,1992
030110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,(623) 882-1970,Acute Care Hospitals,Proprietary,Yes,Y,2,0,6,0,1,5,0,0,7,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,1993
190318,ACADIAN MEDICAL CENTER,3501 HIGHWAY 190 EAST,EUNICE,LA,70535,ST. LANDRY,(337) 580-7903,Acute Care Hospitals,Proprietary,Yes,Y,2,0,3,0,0,2,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,1994
390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,16201,ARMSTRONG,(724) 543-8500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,3,0,1,3,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,1995
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,OH,45679,ADAMS,(937) 386-3400,Critical Access Hospitals,Government - Local,Yes,,2,0,3,0,0,1,0,0,6,0,,4,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,1996
100137,ADVENTHEALTH HEART OF FLORIDA,40100 HWY 27,DAVENPORT,FL,33837,POLK,(863) 422-4971,Acute Care Hospitals,Proprietary,Yes,Y,2,0,6,0,1,6,0,0,7,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,1997
170014,ADVENTHEALTH OTTAWA,1301 S MAIN STREET,OTTAWA,KS,66067,FRANKLIN,(785) 229-8200,Acute Care Hospitals,Government - Local,No,,2,0,3,0,0,2,0,0,8,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,1998
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,(530) 749-4300,Acute Care Hospitals,Government - Federal,Yes,Y,2,1,5,1,2,5,0,0,8,3,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,1999
050121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,KINGS,(559) 582-9000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,0,6,0,1,6,0,0,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2000
050236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,1,5,0,1,6,0,0,6,2,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2001
050633,ADVENTIST HEALTH TWIN CITIES,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,(805) 434-3500,Acute Care Hospitals,Proprietary,Yes,Y,2,0,4,0,1,3,0,0,6,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2002
050350,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,5,0,0,4,1,0,4,1,,7,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2003
210060,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,(301) 292-7000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2,0,4,0,0,3,0,0,6,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2004
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,(240) 826-6517,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,6,0,2,5,0,1,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2005
210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,11890 HEALING WAY,SILVER SPRING,MD,20904,MONTGOMERY,(240) 637-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,1,6,0,0,6,3,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2006
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,(773) 967-5002,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,1,5,0,1,4,1,0,6,3,8,12,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2007
440185,AFFILIATE OF VITRUVIAN HEALTH,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,BRADLEY,(423) 339-4100,Acute Care Hospitals,Proprietary,Yes,Y,2,0,6,0,1,6,0,1,6,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2008
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,(336) 538-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,6,0,1,6,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2009
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,(907) 276-1131,Acute Care Hospitals,Proprietary,Yes,Y,2,0,7,0,2,5,0,0,6,3,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2010
330013,ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208,ALBANY,(518) 262-2400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,6,1,3,4,1,1,9,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2011
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,ALLEGHENY,(412) 359-3131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,7,0,2,5,0,1,9,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2012
370002,ALLIANCEHEALTH WOODWARD,900 17TH STREET,WOODWARD,OK,73801,WOODWARD,(580) 256-5511,Acute Care Hospitals,Proprietary,Yes,Y,2,0,4,0,0,2,0,0,6,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2013
010036,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,(334) 222-8466,Acute Care Hospitals,Proprietary,Yes,Y,2,0,4,0,0,3,0,0,6,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2014
250104,ANDERSON REGIONAL MEDICAL CENTER,2124 14TH STREET,MERIDIAN,MS,39301,LAUDERDALE,(601) 553-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,5,2,0,6,1,0,10,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2015
341326,ANGEL MEDICAL CENTER,124 CENTER COURT PO BOX 1209,FRANKLIN,NC,28734,MACON,(828) 524-8411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,2,0,4,0,0,2,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2016
040039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,GREENE,(870) 239-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,5,0,0,3,0,0,7,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2017
050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,(909) 580-1000,Acute Care Hospitals,Government - Local,Yes,Y,2,0,3,0,1,6,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2018
520051,ASCENSION COLUMBIA ST MARYS HOSPITAL MILWAUKEE,2323 N LAKE DR,MILWAUKEE,WI,53211,MILWAUKEE,(414) 585-1374,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,0,7,0,2,5,0,0,9,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2019
230197,ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,GENESEE,(810) 606-6050,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,0,7,0,2,6,0,0,8,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2020
450042,ASCENSION PROVIDENCE,6901 MEDICAL PARKWAY,WACO,TX,76712,MC LENNAN,(254) 751-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,6,1,4,3,0,0,8,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2021
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,OAKLAND,(248) 652-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,1,6,1,0,8,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2022
370114,ASCENSION ST JOHN MEDICAL CENTER,1923 SOUTH UTICA AVENUE,TULSA,OK,74104,TULSA,(918) 744-2296,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,6,1,2,4,1,0,10,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2023
230077,ASCENSION ST MARY'S HOSPITAL,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,SAGINAW,(989) 776-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,2,0,7,0,1,4,1,0,9,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2024
150088,ASCENSION ST VINCENT ANDERSON,2015 JACKSON ST,ANDERSON,IN,46016,MADISON,(765) 649-2511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,4,0,0,6,0,0,7,2,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2025
100040,ASCENSION ST VINCENT'S RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,DUVAL,(904) 308-7300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,7,0,1,7,0,1,7,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2026
340021,ATRIUM HEALTH CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,CLEVELAND,(704) 487-3000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,0,5,0,2,5,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2027
110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,777 HEMLOCK STREET,MACON,GA,31201,BIBB,(478) 633-1000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,0,7,0,3,5,0,0,8,3,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2028
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,(315) 255-7011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,5,0,0,7,0,0,7,2,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2029
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,(661) 327-1792,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,5,1,1,7,0,0,9,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2030
030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,(480) 321-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,4,1,1,5,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2031
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,(520) 381-6300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,0,5,0,1,5,0,0,6,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2032
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,CHURCHILL,(775) 423-3151,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,2,1,0,1,0,0,5,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2033
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,(480) 412-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,2,5,0,0,7,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2034
030147,BANNER OCOTILLO MEDICAL CENTER,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286,MARICOPA,(480) 256-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,3,0,0,2,0,0,5,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2035
450346,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,JEFFERSON,(409) 212-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,6,1,1,5,0,0,8,2,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2036
040055,BAPTIST HEALTH - FORT SMITH,1001 TOWSON AVENUE,FORT SMITH,AR,72901,SEBASTIAN,(479) 441-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,1,6,0,1,4,1,0,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2037
180012,BAPTIST HEALTH HARDIN,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,HARDIN,(270) 737-1212,Acute Care Hospitals,Government - Local,Yes,,2,0,6,0,1,6,0,0,9,1,8,12,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2038
040051,BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,778 SCOGIN DRIVE,MONTICELLO,AR,71655,DREW,(870) 367-2411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,4,0,0,2,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2039
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,SHELBY,(901) 226-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,2,5,1,0,8,3,8,12,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2040
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,MS,38671,DE SOTO,(662) 772-4000,Acute Care Hospitals,Proprietary,Yes,Y,2,0,7,0,2,4,0,0,7,3,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2041
040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",4800 EAST JOHNSON AVENUE,JONESBORO,AR,72405,CRAIGHEAD,(870) 972-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,2,4,1,0,9,2,8,12,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2042
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33830,POLK,(863) 533-8111,Acute Care Hospitals,Proprietary,Yes,,2,0,4,0,0,4,0,0,4,1,8,7,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2043
330136,BASSETT HEALTHCARE,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,(607) 547-3456,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,2,4,1,0,11,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2044
380090,BAY AREA HOSPITAL,1775 THOMPSON ROAD,COOS BAY,OR,97420,COOS,(541) 269-8111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,0,6,0,0,5,1,0,10,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2045
080004,"BAYHEALTH MEDICAL CENTER, KENT CAMPUS",640 S STATE STREET,DOVER,DE,19901,KENT,(302) 744-7001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,3,3,1,0,8,3,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2046
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,DENTON,(214) 407-5000,Acute Care Hospitals,Proprietary,Yes,Y,2,,,,1,3,0,0,4,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2047
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,231 SOUTH COLLINS ROAD,SUNNYVALE,TX,75182,DALLAS,(972) 892-3000,Acute Care Hospitals,Proprietary,Yes,,2,0,5,0,0,5,0,0,6,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2048
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,3601 CALAIS DRIVE,SHERMAN,TX,75090,GRAYSON,(903) 813-3728,Acute Care Hospitals,Physician,Yes,,2,,,,0,3,0,0,4,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2049
220065,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01086,HAMPDEN,(413) 568-2811,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,4,0,0,2,0,0,5,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2050
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,MI,48336,OAKLAND,(248) 471-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,6,0,1,5,1,0,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2051
190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,BEAUREGARD,(337) 462-7100,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,0,3,0,0,2,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2052
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,(212) 561-4132,Acute Care Hospitals,Government - Local,Yes,Y,2,0,5,0,1,3,2,0,5,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2053
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,4,0,1,3,0,0,9,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2054
270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,CASCADE,(406) 455-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,4,3,0,6,0,2,9,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,West,2055
360170,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,PICKAWAY,(740) 420-8008,Acute Care Hospitals,Government - Local,Yes,Y,2,0,3,0,0,4,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2056
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,(716) 592-2871,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,3,0,0,1,0,0,4,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2057
100002,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,PALM BEACH,(561) 737-7733,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,7,0,1,7,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2058
340075,"BLUE RIDGE HEALTHCARE HOSPITALS, INC",2201 S STERLING ST,MORGANTON,NC,28655,BURKE,(828) 580-5000,Acute Care Hospitals,Proprietary,Yes,Y,2,0,6,0,0,6,0,0,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2059
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,(845) 856-5351,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,2,0,4,0,0,2,0,0,4,2,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2060
220036,BOSTON MEDICAL CENTER-BRIGHTON,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,SUFFOLK,(617) 789-3000,Acute Care Hospitals,Proprietary,Yes,Y,2,0,6,1,3,4,0,1,5,3,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2061
181319,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143,BRECKINRIDGE,(270) 756-7000,Critical Access Hospitals,Government - Local,Yes,,2,0,3,0,,,,0,4,0,,6,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2062
070029,BRISTOL HOSPITAL,41 BREWSTER RD,BRISTOL,CT,06010,HARTFORD,(860) 585-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,0,4,0,0,5,0,0,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2063
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,POLK,(515) 282-2200,Acute Care Hospitals,Government - Local,Yes,Y,2,,,,1,4,0,0,5,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Midwest,2064
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,KINGS,(718) 250-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,0,5,0,1,7,0,0,8,2,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2065
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,0,3,0,0,2,0,0,4,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2066
010139,BROOKWOOD BAPTIST MEDICAL CENTER,1280 COLUMBIANA ROAD STE 102,VESTAVIA,AL,35216,JEFFERSON,(205) 877-1000,Acute Care Hospitals,Proprietary,Yes,Y,2,0,7,0,1,6,0,0,6,2,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2067
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,(954) 776-8500,Acute Care Hospitals,Government - Hospital District or Authority,No,,2,0,4,0,1,6,0,0,5,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2068
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,DEERFIELD BEACH,FL,33064,BROWARD,(954) 786-6400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,0,6,0,2,5,0,0,7,3,8,8,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2069
220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,BRISTOL,(508) 828-7000,Acute Care Hospitals,Proprietary,Yes,,2,1,4,0,1,6,0,0,5,2,8,11,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,Northeast,2070
450231,BSA HOSPITAL,1600 WALLACE BLVD,AMARILLO,TX,79106,POTTER,(806) 212-2000,Acute Care Hospitals,Proprietary,Yes,Y,2,0,5,2,4,3,1,0,10,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,2 Stars (Below Average),Needs Improvement,South,2071
